username	avr_words_pr_tweet	favourites_count	followers	friends_count	listed_count	recorded_tweets	retweet_count	statuses_count	advertiser
Kit	24	11546	10410	10775	10	1	1	12098	0
Meredith/6/8/19	10	9737	326	581	1	1	1	7178	0
Laurel Lee	19	7413	84	187	0	1	1	2965	0
♻️nar  GUNS 4🇺🇸 NOT 🔫#maga♻️	23	11293	11175	12143	9	2	2	27128	0
Kim	20	100038	5643	3461	27	15	14	14855	1
Frederick Guese	19	20607	322	1617	23	1	1	20390	0
Linda Sejic/Sigeel💬	19	15882	13073	126	141	1	1	9603	1
Vince "The Evil DM" 😈	23	8184	3953	1992	80	1	1	33108	1
Mbudzeni Shandukani	17	8557	2178	2017	57	2	0	57010	1
🍂Kreede🍂	21	6044	1724	1775	15	1	1	7227	0
MamaLovesPopple	19	32354	879	1725	8	1	1	12691	0
☃️🎄🎁 𝐑𝐚𝐜𝐡𝐚𝐞𝐥 𝐄𝐦𝐞𝐫𝐲 🎁🎄☃️	18	101287	3490	4968	405	2	2	197785	0
LE又	16	11235	61	247	5	1	1	1635	0
markus	27	3140	42	38	1	1	1	2642	1
mosa	8	7790	1085	1109	5	1	1	2807	0
David Michaels	12	7651	1387	28	0	9	1	345	0
Andy4fun	22	3155	149	712	0	1	1	1887	1
simoni.sen	4	3	3	27	0	1	0	28	0
Justin Carroll	20	2849	27	253	0	1	1	556	0
Grubstakers	19	508	366	434	1	1	1	324	0
Marcia Ives	9	1539	552	993	37	1	0	6058	0
niall is my sunshine	19	26316	1351	2400	4	1	1	20258	1
Denise Will Resist	20	1795	107	206	0	1	1	773	0
Pura Canning-cooke	17	0	0	0	0	1	1	14	1
CoinDrix	24	204	70	409	1	1	1	489	0
Michael Hughes	26	9991	187	438	8	2	2	3738	1
Lillie Marshall	22	1	20399	11824	1019	1	0	61551	0
Grit	20	8991	786	87	8	1	1	12014	0
guy n	22	59720	13227	4049	3405	17	17	901707	0
ILoveMuscles	11	49	60	615	0	1	0	57	0
Home Opener	28	624	661	777	20	1	1	1064	0
Iche_me!	23	59109	4470	3440	12	1	1	26936	1
Wayne Chifamba	17	988	1263	2312	0	1	0	22	0
MezzyVids	19	6	3	127	0	1	1	61	0
irreverentmama	6	42469	1331	1864	4	1	1	52635	0
Anthill Studios	22	515	1590	501	6	1	1	269	0
V.I.V Pearl	19	1215	16	159	1	1	0	346	0
mwoosa	23	225	101	367	1	1	1	146	0
Dawn 🇺🇸Nationalist	19	106444	4506	4981	19	1	1	46881	0
Joey Shaffer	20	48862	109	41	1	1	1	6924	0
paul i emery	20	9250	2241	4409	22	1	1	12027	1
Dena Miller	21	40711	3041	3090	65	1	1	36785	0
Maggie Clarke RN (child), SCPHN, QN	21	7496	1146	449	28	1	1	7274	0
Inbound Planet	12	509	764	1954	30	3	0	44988	0
Cornelia	6	12428	9074	8709	56	2	2	83401	0
SPARKS.	7	34001	1134	827	13	1	1	13173	0
Sophie Evans	12	5361	47	796	0	2	2	1101	0
Vashti Q	14	100508	15743	13352	735	1	1	130748	0
Melissa Mochulske	21	16266	12227	894	105	1	1	29470	0
Jocom	21	2377	586	973	3	2	0	1433	1
Lola	10	6589	383	404	0	1	1	2381	0
the sea ⛵	16	18992	362	1213	34	1	1	9905	0
☕️Nick w/HODL FUEL~COFFEE	17	11137	2997	3629	4	5	1	4276	1
Rob Raymond	20	7784	2098	3215	36	2	2	7261	1
Street_King👑	14	1041	288	132	0	1	0	516	0
Gray Jones Ossai	22	1037	1365	837	17	1	1	15382	0
Lolo	23	11971	105	102	2	1	1	20171	0
Moretti's Rosemont	16	169	118	458	0	1	0	626	0
Ariel🥂	24	60971	6610	4470	33	1	1	55562	0
Pycom	18	3337	3665	2033	233	1	1	2803	0
Oselomichin	18	8110	194	430	8	1	0	12871	0
Debbie 🎄⛄️🐈🐈🐶	27	14339	969	4944	154	1	1	36597	1
Triplemars	20	1	1	16	0	1	0	11	0
Osman Enes Kandönmez	15	478	113	104	1	1	1	2625	0
Good shop	15	3	85	995	0	34	0	321	0
🍂JTO 🦃🍗🦁	20	6527	177	470	2	1	0	6833	0
FASHION IDENTITY	10	663	1031	804	31	1	0	6250	0
OOSTOR	18	274	2057	4894	12	1	0	1006	1
Matthew Carlins	17	2530	1418	2029	64	1	0	18227	0
KremlinonthePotomac	22	194	1530	546	123	1	0	43520	0
AyeWesFuckdeseNiggasUp!	21	621	111	79	0	1	1	6879	0
Lihle	26	302	17	55	0	1	1	31	0
Tonja Faire	17	0	0	148	0	1	1	61	1
SisterChristian🐦	27	11861	3273	3540	3	1	1	5383	0
exitus acta probat	13	5906	1714	2324	0	1	1	622	0
James Rhodes	20	21693	1067	600	251	1	1	71387	0
My world of Hit&Miss	6	8026	1093	1745	101	2	0	54405	0
Awaken Business Summit	24	20	36	75	0	3	0	49	1
DHENNYS FARIAS	13	951	40	589	0	5	5	3361	0
Marcin K	19	57495	469	757	36	1	1	17290	0
TrumpNolaMom	22	187723	6177	6789	24	2	2	133237	0
Hollie Kamphues	22	152214	1219	1826	95	1	1	62063	1
cur fortiuan 🥄	16	33552	140	632	18	1	1	30134	0
THAT guy	13	31939	178	233	62	1	1	14645	0
Dr Candida Spillard	6	39837	1844	1718	116	1	0	34462	1
✨Esther✨	24	201	772	418	23	1	0	4409	0
Jocelyn Baker	24	1104	2417	122	14	1	1	2881	0
Reece Archer	22	4026	655	1160	2	1	1	8609	1
Cuttiekhid	7	49	30	60	0	1	0	9	0
MayaTime	7	53	515	1421	2	1	1	2872	0
Open News	20	132	3183	2414	6	2	0	2452	0
愚か🤪	25	304	692	527	9	3	3	61326	0
Billi French	15	3213	1510	2008	36	1	1	3469	0
rebecca reese🌊🌊🌊	17	63479	3697	5002	3	1	1	60919	0
ZAY🔥	25	2215	1131	3402	1	3	3	751	0
monsieur mach	20	9409	113	339	0	1	1	2370	0
Eddie Ashburner	23	2767	342	197	11	1	1	2780	1
Jaime Campos Flores	19	625	90	82	0	1	0	428	0
Laura 🍃	15	451	289	1123	2	2	0	468	0
Patti Venneman	21	3523	52	342	2	1	1	810	0
Cathi Schafer	20	40640	468	353	14	1	1	29771	0
Mark B. Spiegel	13	48042	10522	252	271	1	0	49880	0
Thanksgiving	18	716	324	358	4	1	0	997	1
İstanbul Gay	10	2257	77	206	0	1	1	955	1
Phil Teves	13	16584	238	431	4	1	1	13467	0
WeirdWolf	24	29515	2031	86	24	1	1	7629	1
Adrianna LaCandia	19	4371	113	604	0	1	0	1735	0
KLLL	14	802	2813	1692	37	1	1	8311	0
DEPLORABLE NATIONALIST	24	134797	5662	804	29	2	2	70278	0
moogly	22	8469	13329	485	205	1	0	26139	0
khairofuad	10	528	19	491	0	1	1	501	1
A Nice Guy That Finishes First	8	83	518	371	5	1	0	29470	1
Toby Forster ™© (insert blue tick)	21	6433	501	737	2	1	1	6931	1
Candace	21	78637	24957	17271	9	4	4	76023	0
Andrea Frascoli	6	205	769	1192	184	1	0	12919	0
FoxCaballero	21	58	16	91	1	1	1	211	0
SolutionsInfo	12	0	145	95	43	1	0	2712	0
(((Brenda Gettel)))	11	24490	1448	2107	18	2	2	23801	0
Christopher Mercado	24	9447	1253	2771	7	1	1	8690	1
Travis Loop	16	4473	804	639	14	1	1	1460	1
Angelo Belli	23	9255	231	216	0	1	1	20125	1
Aliyu Adam	19	119	5	18	0	5	4	70	1
Ornate Garden	14	169	489	680	13	5	0	833	0
Jerrell Simpson	26	53239	578	966	26	1	1	44623	1
Norberto J. Sanchez	21	1984	18	186	2	1	1	6245	0
Harebrained!	15	3409	1989	206	63	2	0	4995	1
Gudrun Stummer	23	343	55	71	2	1	1	195	0
Centrarch	17	334	53	291	3	1	1	508	0
♤Mike Novak♤	23	21168	61	506	5	2	2	11270	0
Leigh Wong	17	19	1031	1127	947	1	0	22864	0
Bitchopotamus 🖤	20	14	11	32	0	1	1	33	0
The Memo LLC	26	5285	1185	662	90	1	1	9007	1
janet young	23	217604	354	2992	2	1	1	42756	1
BuyUrTicket	17	635	838	116	25	1	0	1082	1
LexiJewelleryDesigns	19	862	234	632	0	1	1	414	0
212 Media Solutions	8	0	257	549	39	1	0	5328	0
Scorpion	14	22542	683	724	2	1	1	45607	0
ChrisMacFrog	23	8955	281	495	1	1	1	8588	0
megan|1R	24	45768	423	219	33	1	1	48080	1
LispRali	22	118	5	115	0	2	2	109	1
WPtorc	8	1	16	34	0	1	0	9	1
Crystal Storey	23	9	101	234	17	2	0	3661	0
lion	19	11698	750	1805	5	1	1	2874	0
Tyler Trigg	27	2316	297	1226	9	1	1	8066	1
Jeff Allen	14	697	2043	632	23	1	0	1654	0
Georgia McGowan	20	4482	255	176	0	1	1	1719	0
Brandon Mac	19	157142	2259	1099	47	2	2	91807	0
Kelly Anderson	24	1366	98638	797	550	1	1	33415	0
C/I Richard Hopkin	21	635	231	189	4	1	1	241	0
Plasma	5	33433	115	1273	0	1	1	5720	0
richardjackson	11	5800	1025	298	102	1	1	17487	0
Joshua Garrett	17	5764	399	869	12	1	0	3191	0
Pedro Lima	14	2	7	19	0	1	0	4	1
NiaX	22	782	348	679	45	2	2	42820	1
David Capi	17	16808	215	215	11	1	1	11160	0
Kev Fitz	22	9368	971	1635	2	1	1	6118	0
Tess Kalmar	23	60512	709	652	7	1	1	17893	0
Stéphanie Rouillon	21	14235	152	284	3	1	1	2068	0
BayCare	17	1195	18906	711	110	1	0	5623	0
Reneé Laidlaw😊	21	9008	440	458	5	1	0	5131	0
Hannah HaKodesh	15	33743	2216	4948	63	4	2	11667	0
Fatma Polat GS	9	212	5375	5702	1	1	1	131	0
Tamil News Live	8	1	153	50	2	1	0	1484	0
Gaston Olvera	25	12271	629	2830	72	1	1	22978	0
Rob Laughton	24	7639	379	325	7	1	1	5688	0
Brigid Mckinley	17	0	0	0	0	1	1	9	1
Jade Newman	23	315	361	143	10	1	0	1958	1
HBBH Artisan Jewelry	15	11197	15210	10368	217	47	1	43360	1
U.S. Census Bureau	20	898	90222	921	3261	2	0	14541	1
Zoë 🐻	17	10562	3564	422	115	2	0	31483	1
Teresa Lo	22	17049	608	971	0	1	1	20145	1
IMPACT Eurostore	15	1957	2130	472	11	2	0	3516	1
Gas Monkey Garage	17	77529	458308	14488	1006	1	0	35941	1
Lynn mackeonis	20	2048	146	1500	1	6	6	3475	0
Mangesh Dumasia	21	16982	710	898	3	1	1	379	0
Gordon Gower	25	12071	6713	6004	561	1	1	49683	0
Ste 🌹 #LM5	21	257627	15213	4060	93	1	0	285531	0
Rob Gowans	21	5736	1092	2463	21	1	1	5797	0
jane	22	8178	605	562	58	3	3	19324	1
St John's Guidance Team	26	4695	601	298	30	1	1	12824	1
Heather Cawte	22	41425	142	223	7	1	1	3022	0
The Many	13	7657	47	167	0	1	1	2821	0
Luke James	18	598	6720	2745	70	1	0	69352	1
nandita sengupta	9	4988	869	730	3	1	0	4793	0
Dani	19	32146	760	462	2	7	5	17209	1
Jodi Stollings	27	5849	588	1963	22	1	1	25993	1
sandeep	19	8877	43	2	0	1	1	8978	0
Ghosts of Wales 👻	25	1748	2464	2344	11	1	1	1327	1
SSSC Alison Guthrie	17	3087	1468	375	54	1	0	11230	0
Poducer Rinex	12	413	2774	254	6	1	0	1480	0
Kirsten Dixon 🦖	29	8415	157	376	6	1	1	18558	0
Dana	21	72580	6245	4059	65	3	3	72093	1
Zack	25	35421	509	957	2	3	2	3797	1
FanFriendVNA	20	44075	5055	4866	161	1	1	213138	0
karin	20	6817	365	4793	46	2	2	17542	0
Lunatech	21	1375	625	619	18	1	1	1222	1
Julio Bouza	24	552	119	220	7	1	1	3800	0
Angela Wilson	14	89	343	753	1	2	2	37	1
Lazy Daze Apparel	22	44	219	439	59	4	0	2524	1
Peter Nimmo	26	28794	3041	4987	76	1	1	204725	0
Jennifer Berk	8	928	51	262	0	1	0	899	0
Winter Park Police	15	2924	7619	1135	147	1	0	3418	0
Kasey Szamatulski	15	34289	99	311	2	1	1	20726	1
Suzie Lorimer	16	274	63	78	2	1	0	1078	0
Hannaan Bhatti	19	195	29	307	0	1	0	37	0
seatoshiningsea	21	12713	93	372	1	1	1	4958	0
sleepy uwu	20	33747	140	191	0	1	1	5925	0
benjamin franklin	22	236	16	273	0	1	1	116	0
Mirko Zoghratte	21	1840	28	235	0	1	1	2084	0
Moondance Giving 🌊❄️🐝☮️🧙‍♀️	22	82250	19636	19228	21	1	1	47863	0
KD Deal : Coupon & Deals website	14	3	23	115	0	3	0	1	1
#PremierLeague	20	57046	1764	3749	16	1	0	21223	0
David-Anu...	25	13185	2057	3714	20	1	1	27097	0
princess j	20	1969	102	200	0	1	1	601	0
Rob Allen	22	190211	4965	2303	75	3	1	47826	0
Lucy Texas🔥	19	164	964	50	6	1	0	77	0
De Oude Huize	25	79306	8780	5434	503	1	1	61643	0
Jason Honig	25	3952	443	1480	10	2	2	1463	1
ste han	21	681	526	1354	1	1	0	4848	0
Kimmy Kushwreck	23	30	27	51	0	2	2	78	0
OralSinner	24	2990	320	1392	1	1	1	1587	1
Symphonio	12	3	19	121	0	1	1	37	0
B  Lloyd	10	26189	3705	614	17	1	1	29410	0
Hot Buzz UG	12	48	91	71	0	1	0	540	0
Reid Geurts	27	3827	96	230	0	1	1	1008	1
fashion	13	42	37	39	0	1	0	423	0
Stephan	20	9473	713	1811	12	1	0	5678	0
Travers Accounting Services	23	1212	406	688	8	1	1	1115	0
Hailey Quinn Designs	17	2055	66	65	0	1	0	26	0
Rebecca  Jenkins	19	13100	103	222	0	1	1	5328	0
Good Juju Company	11	317	141	225	2	1	0	808	1
Sander Ashman (SS)	19	25165	230	301	31	1	1	16085	0
Parikshith	24	217	3	12	0	1	1	142	0
Kevin Sorrell	24	4026	764	696	40	1	1	4913	1
Buff	5	9473	368	400	36	1	1	96987	0
Uniform II	15	234	379	980	1	1	0	5688	0
STARBURST Magazine	14	9569	72345	3114	1404	1	0	36228	1
RH Sibley 🦃🙏	24	115975	1607	614	6	1	1	125339	0
💜🐘♈ravenbabe321♈🐘💜	21	60128	271	227	3	1	1	24826	0
Andrew Clayton	16	166	4827	120	152	1	0	18781	0
Persephone	21	580	30	77	15	1	1	2344	0
Hoff	8	280	243	192	17	1	0	2153	0
David Luther Thomas	23	6978	144	231	3	1	1	5508	0
Mapy Violinist	19	358	1985	73	14	1	0	732	0
Andre Zerbe	20	4306	161	192	0	1	1	1976	0
Nishant Sahai	20	20110	143	37	0	1	1	32839	0
OG 🇿🇦 #ForTheThrone	22	11895	4164	4502	9	2	2	11402	0
Pamie	20	14951	366	1460	16	1	1	10164	0
Chris Herborth	19	521	358	216	82	1	1	31646	0
Taner Palacio	24	15314	340	419	42	1	1	9288	0
sherry hagerman	24	5250	2390	4832	31	1	1	8141	0
Afke van Dalsem	13	5668	608	2524	2	1	0	5571	0
Spaceman🇰🇪🇸🇮	7	17629	417	689	4	1	1	4026	0
Lord Lui	14	22444	254	1431	2	1	1	15629	1
Mac eBook Foundry	18	112	28	53	2	1	0	99	1
Phil Prentice	23	723	151	1144	14	1	1	2195	0
Jacqui Thompson	17	4237	487	859	13	1	1	2695	0
Scrumpies of Mayfair	20	1187	1832	201	12	2	0	979	1
Rucheera Pandey	15	280	18	71	0	1	1	119	1
Tommie Sunshine 😎✊️	9	142644	113799	15476	1005	10	1	121937	0
Momma Bear	22	39876	398	280	22	1	0	18957	1
vana	17	10741	171	443	0	1	1	6082	1
Vanessa Adams	5	1	10	46	0	1	0	21	0
बंदीछोड़ का लाड़ला	20	15736	450	1045	0	1	1	16214	0
JP OFFICIAL UK 🇸🇦	4	54827	18329	18309	193	1	0	62456	0
Michael Nichols	27	21738	277	219	0	1	1	2419	0
Niels Warmerdam	16	60	2	2	0	2	0	117	0
Nafeza	15	1486	61	487	0	2	1	2715	0
lexus amelio	4	689	108	92	2	2	0	2729	0
gab	25	30002	1779	3112	78	1	1	79042	1
Tumodi S'kokotla	21	3345	450	1325	1	1	1	3497	0
Meghann Delderfield	17	0	0	0	0	1	1	27	1
Gavin Elliott	15	822	104	1459	2	1	0	13267	0
SHAIZILLA	26	2970	91	254	3	1	0	4349	0
Rospiggen🐜	7	17826	331	845	1	1	1	7425	0
SULTAN	5	775	2133	2006	12	1	0	5961	0
Doug Schad	24	23111	515	354	2	1	1	19420	0
Princess Buttercup	22	93500	10432	1931	140	1	1	78937	0
🌼Büşra 🌼🎈🍒	8	125986	548	95	20	1	1	54978	0
C 🌺	12	43528	3283	2922	41	1	0	25889	0
Jen Stanley T	18	10078	420	1281	46	1	0	5030	0
Katie Kelly	11	183	73	84	0	1	0	38	0
SmallCap World	5	4867	4006	1717	177	1	1	5160	0
Bruce C Elder	7	19272	2956	3256	0	1	1	11954	0
Western Outrage Culture	26	362279	576	681	75	1	1	273493	1
Dr. Trumpery	16	1703	290	287	4	1	0	14489	0
Aaron Hernandez	17	384	8	124	0	1	0	358	0
🌙Mindy🌙	15	19290	9124	9263	5	6	6	15601	1
Angie	21	42191	1207	89	1	4	4	2018	1
#BeingHuman	20	32653	565	3581	0	4	4	54323	1
Neal Leavitt	21	1658	1589	278	80	1	1	7974	0
Appoint.ly	18	1224	1510	3498	305	1	0	972	1
ras	21	11563	62	294	0	1	1	5076	0
𝙍𝙖𝙫𝙚🌙	21	7705	296	420	3	1	1	462367	1
Steve Rogge	15	7369	106	38	1	1	1	1421	0
Gurl inLA	13	1679	1234	1813	138	1	0	14479	0
That1Rx7guy	11	535	119	311	0	1	0	362	1
Manny Acosta	21	24544	1317	4999	26	2	2	25241	0
Holloway Lent	17	0	0	0	0	1	1	8	1
Kate - Ignorance Was Bliss	23	9629	2962	2451	30	1	1	9766	0
jarnvior ✠	12	4223	664	569	4	1	1	26466	0
Alan L. Stewart  🌹	21	115748	1960	4285	296	1	1	179122	0
Jurys Manchester	22	547	2273	1855	38	1	0	2028	0
Dallas C. Miller	22	6051	160	449	0	1	1	6810	0
Dalton Sargent	22	7524	300	319	5	1	1	6565	0
Adebowale	24	3136	1163	534	0	2	1	439	1
Dystopian Expectations	9	33062	625	2704	11	1	1	7257	1
Carol C	19	62721	221	724	1	1	1	3898	1
In this world not of it	20	29410	2907	1629	115	1	1	123677	0
ASLdeafined	8	925	2956	3901	32	1	0	943	0
Original Raymond Cic	8	4325	4135	4945	21	1	1	33751	0
Kenyetta Mcglocklin	17	0	0	92	0	1	1	2	1
Dean Gaskell	9	431	812	514	3	1	1	4439	0
Nickels Hawkeye	11	1261	189	470	24	1	0	3922	0
Dominic Piper	21	574	16066	15643	1452	2	2	331301	0
Joe Mills	15	7447	286	517	1	2	2	3110	0
Mona	17	42883	6622	2729	72	3	3	98303	0
Joey Wainwright	21	8360	180	522	2	1	1	2348	0
Axel Nattland	13	35	216	288	102	1	0	3449	0
VETERANNATIONALIST4TRUMP #THANQ ⭐️⭐️⭐️	23	5916	4523	4163	13	1	1	7856	0
Anthony Neil Smith	22	4841	1152	1021	14	1	1	4914	1
Q Patriot	24	12173	4659	5163	2	1	1	7401	0
Μαρακι	20	4279	120	271	0	1	1	521	0
Sammie Sam	19	23722	3737	4998	24	1	1	27416	0
❄️🎄RACHEL CURLEY🎄❄️	20	8029	707	4949	97	1	1	19394	0
Katende Erick	15	72633	11112	7825	43	3	2	52044	0
TriAthy	23	408	2831	2432	27	2	1	2439	1
Osnat Krupnik Maas	25	144	110	254	0	1	0	2917	0
Westcoast Canuck	15	99000	756	789	11	2	2	28721	0
Weaver Rosemary	17	0	0	0	0	1	1	14	1
Lee Banham	20	448	50	102	3	1	1	578	0
YBLA	16	148	675	1101	8	1	0	763	0
Mfana kaMshengu 🇿🇦	21	1515	4304	946	32	1	0	53683	0
Christine Saunders	25	3141	259	445	3	1	1	18064	0
JonHope.	18	11114	620	635	8	1	1	9690	0
karen young	17	14209	4781	4590	36	2	0	7891	0
Mark Aldworth	22	7752	41	49	1	1	1	2892	0
Leola Raffaelli	17	0	1	80	0	1	1	42	1
Jody Sharp	25	5806	51	86	0	1	1	5796	0
Scott Jones 🍀 [ Banking on Litecoin ] 🍀	20	5476	3823	4245	8	1	1	2012	1
Dayuuuum Carlee	14	21	207	998	0	3	3	32	1
Didn’t_really	22	39382	592	2202	6	1	1	12189	0
Mancunian Matty 🐝 🇬🇧	9	730	115	171	0	1	1	3978	0
Orly Lobel	16	3607	1683	632	102	2	0	4566	0
Kris Saunders	22	7249	526	2456	15	2	1	14681	0
LuLLiLu	13	76	193	159	8	3	0	2736	1
purpose	25	481	346	421	8	2	2	18673	1
SOMEWHERE NOWHERE	11	162	36	72	0	1	0	119	1
Dante Harker	18	61690	124088	74362	1344	1	1	54149	1
sarah hurrell	22	1664	162	3503	42	1	1	13460	0
the fight	16	14209	1597	5000	24	4	4	24428	0
Sadhana	24	50164	1730	497	33	1	1	89442	0
Kelley Marie	16	67	49	27	3	1	0	5015	1
ジャンニ・ピピック・スキッキ	22	28629	215	312	5	1	1	116731	0
justme	17	32045	1281	776	37	3	3	221319	1
Arjun Khanchandani	17	17968	66	185	0	1	1	2681	0
Jonesy-Nationalist	24	2361	1380	1457	13	1	1	5708	0
Made by Beni and Niya	22	398	548	791	11	1	1	3672	1
Sweet & Short	25	55961	4136	792	10	1	1	35204	0
Circle Collective	16	344	1614	735	47	1	0	2440	1
Wilmslow Retweets	16	24452	1625	1725	218	1	1	65660	1
Barb Sabran	26	11852	20638	19210	396	1	1	8558	0
𝐄𝐉𝐍𝐍𝐘 𝐉𝐄𝐍𝐍𝐎𝐄💗	21	2417	56	111	0	1	1	1798	0
Lauren DuBois	18	99	242	127	12	3	0	9743	0
Adeft	10	1500	178	151	0	1	1	2964	0
Daniel Jr	5	13303	668	133	4	1	0	27853	0
Adam Radler	5	1853	246	644	1	1	1	23209	0
Elvira F. Hasty	21	22363	634	228	23	1	1	27753	0
Robert Berry	19	7461	252	221	2	1	1	5381	0
Ray Alexander 🏳️‍🌈	15	5047	57867	48111	1052	1	0	7129	0
Gayfe	12	13827	1032	2502	16	1	1	39188	0
Rimenes Ribeiro	22	691	450	634	55	2	2	7496	1
Kjell Sigurd Moss	16	14658	1226	1003	44	1	1	32892	0
Roopika Risam	19	10274	7314	3939	248	2	0	34044	1
Shining Wizards	19	10372	5061	5394	63	1	0	33480	0
Gabby Carrillo	22	4489	67	444	2	1	1	11420	0
kgošigadi👸	8	1493	572	512	0	1	1	941	0
Sophie Cleland	23	458	69	293	1	1	1	295	0
Fran Peyer	27	794	31	335	0	1	1	441	0
Jasmine	22	2069	964	66	0	6	3	177	1
VEE👑THE👑KING🇿🇦	14	15843	23333	19205	18	1	1	27938	0
矢沢 永七【BIG】	20	93291	392	249	7	1	1	89715	1
Beauty and the Least	20	2343	429	337	15	1	1	9387	1
lainey	10	3271	62	162	1	1	1	1868	0
Timmer Halligan	9	9	206	105	36	1	0	2400	0
Daisy, Ph.D.	21	7414	1879	3152	148	1	0	39848	0
Richard Beleño ®	8	99783	2020	2662	178	1	1	259425	0
general kenobi	10	23723	431	436	3	1	1	40325	0
Begam Samru	10	3521	59	300	3	1	0	2031	0
Old Town Games	14	23	43	135	1	2	0	206	0
Verónica (OFICIAL) l	17	19179	251	748	13	1	1	12591	0
bored.to.death.	3	7815	118	359	1	1	0	3440	0
BAD EGG	19	53061	2795	2540	21	1	1	26523	0
Theresa Rosa	21	107558	1775	1672	10	1	1	87461	0
Aero Precision	11	579	40293	277	53	1	0	674	0
Deplorable me! Force Multiplier	3	49125	10903	10320	73	1	0	343550	0
ᐅᓇᓕᒃ	19	10590	52	202	0	1	1	15058	0
Stephen Gill FRSA	23	5154	24879	25235	262	1	1	249065	0
Robleedesigns	12	157	2792	4559	152	91	0	20290	1
Jolene Emerson	22	264	15	158	1	1	0	42	0
Coach Ollie	19	8821	203	426	0	1	1	5149	1
Baxter The Chihuahua	21	153492	2448	1805	15	1	1	22775	0
Argentina Yamayka	24	189	1	407	0	1	1	179	0
CyclingLove	22	1258	1697	397	37	4	4	55575	1
laurie allee	23	16459	2352	4998	131	1	1	20394	0
soʇɐꓨ soๅ ǝꓷ ɐɔoꓶ ɐๅ	19	58958	1075	890	20	1	1	70326	0
Alamagoozlum	7	9662	1077	1601	33	1	1	9030	0
Elizabeth ✨	21	138368	1580	584	1	1	1	59980	0
Frida Mullins	17	0	0	0	0	1	1	68	1
Doylestown Bookshop	20	3554	4517	2917	235	2	0	6446	1
Auwal Abdullahi	19	12504	481	726	935	1	1	18139	0
Dji Sam Soe	23	843	96	423	0	1	1	3504	0
james vinciguerra	14	5964	168	133	7	1	0	668	0
Arshi	16	8993	280	340	1	1	1	6705	0
Teecaake	17	1247	2075	93	13	1	0	769	1
RGATES	22	0	60	53	0	1	1	19	1
OtakuBubba #MAGA #RollTide	13	10230	3018	4988	8	1	1	14103	0
starchelle haynes	20	40	574	3703	159	1	1	68788	1
Think, Stop The Silence🏳‍🌈	8	1541	20641	27454	179	2	0	917240	0
Wendy Naidoo	23	26242	1804	3623	90	2	2	64975	0
Spencer L. Haberman	7	28724	701	1942	4	1	1	14901	0
Mirella Jacobs	17	0	0	0	0	1	1	14	1
Shelby ☘️🌊#TeamPelosi 🌊☘️	21	36549	24271	20652	15	1	1	62758	0
💙🌊αpríl вussíє-вαхtєr🌊💙	17	38405	20273	19654	57	1	1	108358	0
rose lucas	23	1632	202	238	5	1	1	881	1
Mark Yoko	9	1375	290	482	44	1	1	18671	0
Healthy Hemp	18	271	217	54	2	1	0	987	1
Amit Patel	20	3347	100	210	0	1	1	1252	0
Rosemary Leeke	23	2462	140	196	3	1	1	2528	0
Robin Schumacher 🌊Ⓥ	21	55570	7268	7980	11	1	1	69189	0
🚾Eddy GuWop⚡️	5	36540	1872	1454	10	1	1	91321	0
PursePrize	19	98	30	314	0	1	0	301	0
CatherineAJ BΔK	20	789	362	50	24	1	1	174103	0
🇪🇸Rock'n'Troll 🌱🐸🍀	6	32808	420	320	19	1	0	47996	0
🆂🅴❌❌❌🅵🆁🅴🅰🅺🆉  1.2 🅼	19	52643	1220406	5218	8063	1	1	877167	0
🤖 📱  Laurent	4	21102	1918	4988	455	1	0	19684	0
Rene the situation St Jean aka f55353772	23	20	140	238	0	2	2	2290	0
A.C. Cassiopeia	24	75	165	91	7	1	1	386	0
el pinche cabron	6	51744	137	271	6	1	1	17863	0
Amzuro Yugen	21	2081	4662	4183	4	1	1	2312	0
叱咤過侮離のtapa	21	12677	2505	669	130	1	1	105017	0
BESPOKE	6	6835	11	139	0	1	1	6522	0
AltAccount 🔥🔥🔥	11	1809	1320	2233	11	2	0	18047	0
Beli-cosa	17	2839	6	17	0	1	1	753	1
Maria Gabriela Carvajal Suarez	6	79489	3461	5001	496	6	2	129194	0
Jimmy Buffett Swamp Witch	21	50200	1452	1245	51	2	1	7355	0
ukioq	23	276	75	132	2	1	1	152	0
BigBowMama Bowtique	13	1971	987	2175	24	3	0	3965	1
Re-Vision Labs	12	9	826	957	124	1	0	4318	0
pathguy	23	35004	240	95	15	2	2	4236	1
Realtalk247	16	61356	1186	1322	256	4	3	69522	1
I WRITE stuff for you to READ	23	40150	6950	4176	670	1	1	129401	0
Wendy Haaf	18	678	3078	3058	471	1	1	109691	0
L. Mac from Melmac	1	6918	1152	1187	18	1	0	2624	0
Maria Elena Couture	18	22	141	117	7	1	0	674	1
Geoff Song	9	8182	2013	1875	549	1	0	12449	0
flux	23	14663	99	128	0	1	1	5688	0
Justin Reeves	20	521	407	780	5	1	1	18537	0
🎃VERN🎃	16	207067	2007	2468	14	1	1	86759	0
🎄Merry Kent🎁	13	10777	266	210	6	1	0	4860	1
Matthew Kerby	23	363	502	1648	0	1	0	357	0
Samuel Wyss-Duhamel	6	62	15	114	0	1	0	54	0
Vilandroid	23	59	4108	3241	20	1	1	1430	1
Dana Hislop	22	11512	1713	2739	21	1	1	12109	0
